,Name,Address,Distance to center,Score,Location score,Price (€),Link
515,Drawing House,"Montparnasse - 14º distrito, París",3.2,9.0,,651.0,https://www.booking.com/hotel/fr/drawing-house.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=516&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=815889401_344055905_2_2_0&highlighted_blocks=815889401_344055905_2_2_0&matching_block_id=815889401_344055905_2_2_0&sr_pri_blocks=815889401_344055905_2_2_0__65070&from_sustainable_property_sr=1&from=searchresults
516,Hotel Terre Neuve,"Ménilmontant - 20º distrito, París",3.4,8.2,,354.0,https://www.booking.com/hotel/fr/terre-neuve.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=517&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=244959604_102304186_0_2_0&highlighted_blocks=244959604_102304186_0_2_0&matching_block_id=244959604_102304186_0_2_0&sr_pri_blocks=244959604_102304186_0_2_0__35418&from_sustainable_property_sr=1&from=searchresults
517,Hotel Royal Phare,"Inválidos - 7º distrito, París",3.3,8.4,9.5,630.0,https://www.booking.com/hotel/fr/royal-phare.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=518&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=17181801_361050928_2_2_0&highlighted_blocks=17181801_361050928_2_2_0&matching_block_id=17181801_361050928_2_2_0&sr_pri_blocks=17181801_361050928_2_2_0__63018&from=searchresults
518,WS Louvre - Saint-Florentin,"Louvre - 1er distrito, París",2.3,8.2,9.7,526.0,https://www.booking.com/hotel/fr/ws-louvre-saint-florentin.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=519&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=1231890507_395162935_0_2_0&highlighted_blocks=1231890507_395162935_0_2_0&matching_block_id=1231890507_395162935_0_2_0&sr_pri_blocks=1231890507_395162935_0_2_0__52632&from_sustainable_property_sr=1&from=searchresults
519,Victoria Palace Hotel,"Saint-Germain - 6º distrito, París",2.3,9.0,,998.0,https://www.booking.com/hotel/fr/victoria-palace.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=520&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=4474413_198507302_0_2_0&highlighted_blocks=4474413_198507302_0_2_0&matching_block_id=4474413_198507302_0_2_0&sr_pri_blocks=4474413_198507302_0_2_0__99770&from_sustainable_property_sr=1&from=searchresults
520,Hôtel De La Paix,"Porte de Versailles - 15º distrito, París",5.0,8.4,,394.0,https://www.booking.com/hotel/fr/de-la-paix-paris1.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=521&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=5510311_95903075_0_2_0&highlighted_blocks=5510311_95903075_0_2_0&matching_block_id=5510311_95903075_0_2_0&sr_pri_blocks=5510311_95903075_0_2_0__39418&from_sustainable_property_sr=1&from=searchresults
521,ibis Paris Alesia Montparnasse,"Montparnasse - 14º distrito, París",3.9,7.4,,340.0,https://www.booking.com/hotel/fr/ibis-paris-alesia-montparnasse.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=522&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460552&all_sr_blocks=54540804_94489634_2_2_0&highlighted_blocks=54540804_94489634_2_2_0&matching_block_id=54540804_94489634_2_2_0&sr_pri_blocks=54540804_94489634_2_2_0__34011&from_sustainable_property_sr=1&from=searchresults
522,Dandy Hotel & Kitchen,"Louvre - 1er distrito, París",0.6,8.6,,933.0,https://www.booking.com/hotel/fr/dandy-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=523&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=763492201_333427386_0_2_0&highlighted_blocks=763492201_333427386_0_2_0&matching_block_id=763492201_333427386_0_2_0&sr_pri_blocks=763492201_333427386_0_2_0__93270&from=searchresults
523,Appartement Opéra Paris,"Ópera - 9º distrito, París",2.3,8.9,9.7,534.0,https://www.booking.com/hotel/fr/appartement-opera-paris-paris1.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=524&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=646157601_273124335_2_0_0&highlighted_blocks=646157601_273124335_2_0_0&matching_block_id=646157601_273124335_2_0_0&sr_pri_blocks=646157601_273124335_2_0_0__53369&from=searchresults
524,Hotel Saint-Louis Pigalle,"Ópera - 9º distrito, París",3.1,8.8,,714.0,https://www.booking.com/hotel/fr/saint-louis-pigalle.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=525&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=161327601_179709870_0_2_0&highlighted_blocks=161327601_179709870_0_2_0&matching_block_id=161327601_179709870_0_2_0&sr_pri_blocks=161327601_179709870_0_2_0__71418&from_sustainable_property_sr=1&from=searchresults
525,Hotel George - Astotel,"Ópera - 9º distrito, París",2.8,8.7,9.3,405.0,https://www.booking.com/hotel/fr/george-opera.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=526&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=5795006_93701027_0_2_0&highlighted_blocks=5795006_93701027_0_2_0&matching_block_id=5795006_93701027_0_2_0&sr_pri_blocks=5795006_93701027_0_2_0__40518&from_sustainable_property_sr=1&from=searchresults
526,Europe Hotel Paris Eiffel,"Porte de Versailles - 15º distrito, París",4.1,8.0,,548.0,https://www.booking.com/hotel/fr/europe-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=527&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=5786901_365518880_0_2_0&highlighted_blocks=5786901_365518880_0_2_0&matching_block_id=5786901_365518880_0_2_0&sr_pri_blocks=5786901_365518880_0_2_0__54818&from_sustainable_property_sr=1&from=searchresults
527,David Bnb Paris,"La Villette - 19º distrito, París",4.5,9.3,9.4,304.0,https://www.booking.com/hotel/fr/david-bnb-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=528&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1261598301_398778922_2_0_0&highlighted_blocks=1261598301_398778922_2_0_0&matching_block_id=1261598301_398778922_2_0_0&sr_pri_blocks=1261598301_398778922_2_0_0__30369&from=searchresults
528,MAISON SAINT CHARLES - ASSOCIATION HABITAT et HUMANISME ILE DE FRANCE,"Porte de Versailles - 15º distrito, París",4.5,8.2,,421.0,https://www.booking.com/hotel/fr/maison-saint-charles.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=529&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1081186607_380696819_0_2_0&highlighted_blocks=1081186607_380696819_0_2_0&matching_block_id=1081186607_380696819_0_2_0&sr_pri_blocks=1081186607_380696819_0_2_0__42060&from=searchresults
529,Royal Garden Champs-Élysées,"Campos Elíseos - 8º distrito, París",4.1,8.3,,723.0,https://www.booking.com/hotel/fr/royal-garden-champs-elysees.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=530&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=5036202_368341856_2_2_0&highlighted_blocks=5036202_368341856_2_2_0&matching_block_id=5036202_368341856_2_2_0&sr_pri_blocks=5036202_368341856_2_2_0__72270&from_sustainable_property_sr=1&from=searchresults
530,Citadines Trocadéro Paris,"Passy - 16º distrito, París",4.9,8.4,9.4,458.0,https://www.booking.com/hotel/fr/citadines-aparthotel-trocadero.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=531&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=21836412_204494315_2_2_0&highlighted_blocks=21836412_204494315_2_2_0&matching_block_id=21836412_204494315_2_2_0&sr_pri_blocks=21836412_204494315_2_2_0__45818&from_sustainable_property_sr=1&from=searchresults
531,Hôtel de la Place du Louvre - Esprit de France,"Louvre - 1er distrito, París",0.8,8.0,9.6,794.0,https://www.booking.com/hotel/fr/de-la-place-du-louvre.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=532&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=18039201_387974194_2_2_0&highlighted_blocks=18039201_387974194_2_2_0&matching_block_id=18039201_387974194_2_2_0&sr_pri_blocks=18039201_387974194_2_2_0__79410&from_sustainable_property_sr=1&from=searchresults
532,"Hotel Apolonia Paris Mouffetard, Sure Hotel Collection by Best Western","Barrio Latino - 5º distrito, París",1.5,8.4,9.5,488.0,https://www.booking.com/hotel/fr/comfort-inn-mouffetard-quartier-latin.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=533&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=22097615_340056263_2_2_0&highlighted_blocks=22097615_340056263_2_2_0&matching_block_id=22097615_340056263_2_2_0&sr_pri_blocks=22097615_340056263_2_2_0__48814&from_sustainable_property_sr=1&from=searchresults
533,9Hotel Bastille-Lyon,"Bercy - 12º distrito, París",1.8,8.0,,438.0,https://www.booking.com/hotel/fr/hotelcorail.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=534&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=5182307_169347315_0_2_0_613601&highlighted_blocks=5182307_169347315_0_2_0_613601&matching_block_id=5182307_169347315_0_2_0_613601&sr_pri_blocks=5182307_169347315_0_2_0_613601_43818&from_sustainable_property_sr=1&from=searchresults
534,Cosy Studio with balcony Paris Center - Sorbonne - Pantheon - Notre-Dame,"Barrio Latino - 5º distrito, París",1.0,9.3,10.0,602.0,https://www.booking.com/hotel/fr/nice-studio-with-balcony-paris-center-sorbonne-odeon.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=535&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1176312901_390165548_2_0_0&highlighted_blocks=1176312901_390165548_2_0_0&matching_block_id=1176312901_390165548_2_0_0&sr_pri_blocks=1176312901_390165548_2_0_0__60239&from=searchresults
535,Ampère,"Batignolles - 17º distrito, París",4.9,8.7,,556.0,https://www.booking.com/hotel/fr/ampere.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=536&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=4620510_187400294_2_2_0&highlighted_blocks=4620510_187400294_2_2_0&matching_block_id=4620510_187400294_2_2_0&sr_pri_blocks=4620510_187400294_2_2_0__55582&from_sustainable_property_sr=1&from=searchresults
536,Diderot Nation Magnifique Appartement 2P,"Bercy - 12º distrito, París",3.1,7.0,,295.0,https://www.booking.com/hotel/fr/diderot-nation-magnifique-appartement-2p.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=537&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1275752001_400447066_2_0_0&highlighted_blocks=1275752001_400447066_2_0_0&matching_block_id=1275752001_400447066_2_0_0&sr_pri_blocks=1275752001_400447066_2_0_0__29477&from=searchresults
537,Auberge Internationale des Jeunes,"Bastilla - 11º distrito, París",2.1,6.3,,232.0,https://www.booking.com/hotel/fr/auberge-internationale-des-jeunes.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=538&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=320839704_114288112_0_1_0&highlighted_blocks=320839704_114288112_0_1_0&matching_block_id=320839704_114288112_0_1_0&sr_pri_blocks=320839704_114288112_0_1_0__23150&from=searchresults
538,Hotel Ducs de Bourgogne,"Louvre - 1er distrito, París",0.7,9.0,9.8,804.0,https://www.booking.com/hotel/fr/des-ducs-de-bourgogne.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=539&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=5422113_91458288_2_2_0&highlighted_blocks=5422113_91458288_2_2_0&matching_block_id=5422113_91458288_2_2_0&sr_pri_blocks=5422113_91458288_2_2_0__80370&from_sustainable_property_sr=1&from=searchresults
539,Green hotels Confort Paris 13,"Place d'Italie - 13º distrito, París",3.6,7.8,,357.0,https://www.booking.com/hotel/fr/lecantagrel.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=540&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=22698205_88551077_0_0_0&highlighted_blocks=22698205_88551077_0_0_0&matching_block_id=22698205_88551077_0_0_0&sr_pri_blocks=22698205_88551077_0_0_0__35718&from_sustainable_property_sr=1&from=searchresults
540,Design Apartment for 4 people between Louvre & Opera,"Bourse - 2º distrito, París",1.7,6.9,,611.0,https://www.booking.com/hotel/fr/design-apartment-for-4-people-between-louvre-opera.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=541&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=496971001_265183839_0_0_0&highlighted_blocks=496971001_265183839_0_0_0&matching_block_id=496971001_265183839_0_0_0&sr_pri_blocks=496971001_265183839_0_0_0__61128&from=searchresults
541,Auberge de jeunesse Paris 13e,"Place d'Italie - 13º distrito, París",3.9,9.3,,217.0,https://www.booking.com/hotel/fr/auberge-de-jeunesse-paris-13e.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=542&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1267132401_399430759_2_0_0&highlighted_blocks=1267132401_399430759_2_0_0&matching_block_id=1267132401_399430759_2_0_0&sr_pri_blocks=1267132401_399430759_2_0_0__21692&from=searchresults
542,Splendidis by Carole,"Passy - 16º distrito, París",5.1,9.6,9.9,588.0,https://www.booking.com/hotel/fr/paris-tour-eiffel-renove-avec-jardin-privatif.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=543&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=1151758001_391976741_2_0_0&highlighted_blocks=1151758001_391976741_2_0_0&matching_block_id=1151758001_391976741_2_0_0&sr_pri_blocks=1151758001_391976741_2_0_0__58770&from=searchresults
543,Appartement le Méridien,"Montparnasse - 14º distrito, París",3.1,8.8,,825.0,https://www.booking.com/hotel/fr/appartement-le-ma-c-ridien.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=544&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460565&all_sr_blocks=38336101_351237113_2_0_0&highlighted_blocks=38336101_351237113_2_0_0&matching_block_id=38336101_351237113_2_0_0&sr_pri_blocks=38336101_351237113_2_0_0__82518&from_sustainable_property_sr=1&from=searchresults
