,Name,Address,Distance to center,Score,Location score,Price (€),Link
20,Grand Hôtel Magenta,"République - 10º distrito, París",2.7,6.9,,283.0,https://www.booking.com/hotel/fr/grand-hotel-magenta.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=32890402_369724306_0_0_0&highlighted_blocks=32890402_369724306_0_0_0&matching_block_id=32890402_369724306_0_0_0&sr_pri_blocks=32890402_369724306_0_0_0__28260&from=searchresults
21,Hotel Mimosa Paris,"République - 10º distrito, París",1.5,7.4,,350.0,https://www.booking.com/hotel/fr/ha-tel-mimosa.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=49726001_397716781_0_2_0&highlighted_blocks=49726001_397716781_0_2_0&matching_block_id=49726001_397716781_0_2_0&sr_pri_blocks=49726001_397716781_0_2_0__35040&from_sustainable_property_sr=1&from=searchresults
22,Apart hotel Centre de Paris by Studio prestige,"République - 10º distrito, París",1.7,8.0,,704.0,https://www.booking.com/hotel/fr/apart-le-marais-centre-de-paris-albert-thomas-paris3.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=1036885410_401827876_3_0_0&highlighted_blocks=1036885410_401827876_3_0_0&matching_block_id=1036885410_401827876_3_0_0&sr_pri_blocks=1036885410_401827876_3_0_0__70360&from=searchresults
23,Drouot Luxe,"Ópera - 9º distrito, París",1.9,8.8,9.5,1412.0,https://www.booking.com/hotel/fr/tam.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=181609702_394117313_8_0_0&highlighted_blocks=181609702_394117313_8_0_0&matching_block_id=181609702_394117313_8_0_0&sr_pri_blocks=181609702_394117313_8_0_0__141160&from_sustainable_property_sr=1&from=searchresults
24,MBA Splendide Appart - Proche du Moulin Rouge,"Ópera - 9º distrito, París",2.7,9.1,,1324.0,https://www.booking.com/hotel/fr/mba-splendide-appart-proche-du-moulin-rouge.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=1147335001_395514988_2_0_0&highlighted_blocks=1147335001_395514988_2_0_0&matching_block_id=1147335001_395514988_2_0_0&sr_pri_blocks=1147335001_395514988_2_0_0__132417&from=searchresults
25,La Romantique,"Ménilmontant - 20º distrito, París",4.3,8.2,,556.0,https://www.booking.com/hotel/fr/villa-romantique-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460816&all_sr_blocks=644042801_398620390_2_0_0&highlighted_blocks=644042801_398620390_2_0_0&matching_block_id=644042801_398620390_2_0_0&sr_pri_blocks=644042801_398620390_2_0_0__55560&from_sustainable_property_sr=1&from=searchresults
26,LUXURY FLAT WITH PRIVATE ROOFTOP - Paris 18,"Montmartre - 18º distrito, París",3.5,8.2,,1287.0,https://www.booking.com/hotel/fr/amazing-flat-with-rooftop-terrace-in-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=27&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=861628801_356429243_2_0_0&highlighted_blocks=861628801_356429243_2_0_0&matching_block_id=861628801_356429243_2_0_0&sr_pri_blocks=861628801_356429243_2_0_0__128670&from_sustainable_property_sr=1&from=searchresults
27,Appartement de standing 1 – tour Eiffel/Invalides,"Inválidos - 7º distrito, París",3.2,8.0,9.4,1045.0,https://www.booking.com/hotel/fr/appartement-de-standing-1-tour-eiffel-47-invalides.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=28&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=736911201_400962572_3_0_0&highlighted_blocks=736911201_400962572_3_0_0&matching_block_id=736911201_400962572_3_0_0&sr_pri_blocks=736911201_400962572_3_0_0__104474&from=searchresults
28,Hotel 29 Lepic,"Montmartre - 18º distrito, París",3.5,8.2,9.5,467.0,https://www.booking.com/hotel/fr/vingtneuf-lepic.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=29&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=35936609_88551347_0_2_0&highlighted_blocks=35936609_88551347_0_2_0&matching_block_id=35936609_88551347_0_2_0&sr_pri_blocks=35936609_88551347_0_2_0__46694&from_sustainable_property_sr=1&from=searchresults
29,Hotel de l'Europe,"Montparnasse - 14º distrito, París",3.8,6.5,,254.0,https://www.booking.com/hotel/fr/de-l-europe-paris2.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=30&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=47040816_398949486_2_2_0&highlighted_blocks=47040816_398949486_2_2_0&matching_block_id=47040816_398949486_2_2_0&sr_pri_blocks=47040816_398949486_2_2_0__25350&from=searchresults
30,"Amazing Premium flat, fantastic location, 1290 Sqf","Le Marais - 3er distrito, París",1.0,9.8,9.7,2357.0,https://www.booking.com/hotel/fr/amazing-premium-flat-fantastic-location-1290-sqf.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=31&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=1147835001_395066075_2_0_0&highlighted_blocks=1147835001_395066075_2_0_0&matching_block_id=1147835001_395066075_2_0_0&sr_pri_blocks=1147835001_395066075_2_0_0__235692&from_sustainable_property_sr=1&from=searchresults
31,"Le Marais, fantastic view on Archives Nationales","Le Marais - 3er distrito, París",0.6,8.8,9.6,1896.0,https://www.booking.com/hotel/fr/le-marais-fantastic-view-on-archives-nationales.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=32&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=1135608501_387375763_2_0_0&highlighted_blocks=1135608501_387375763_2_0_0&matching_block_id=1135608501_387375763_2_0_0&sr_pri_blocks=1135608501_387375763_2_0_0__189593&from=searchresults
32,LOUVRE VENDOME with air conditionning,"Bourse - 2º distrito, París",2.0,8.8,9.6,2160.0,https://www.booking.com/hotel/fr/louvre-vendome.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=452487001_390501914_5_0_0&highlighted_blocks=452487001_390501914_5_0_0&matching_block_id=452487001_390501914_5_0_0&sr_pri_blocks=452487001_390501914_5_0_0__215970&from=searchresults
33,Maison Antoinette Paris - Maison Nomade Chic -,"Batignolles - 17º distrito, París",4.0,9.2,9.6,1762.0,https://www.booking.com/hotel/fr/maison-antoinette.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=34&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=280781401_395498835_6_0_0&highlighted_blocks=280781401_395498835_6_0_0&matching_block_id=280781401_395498835_6_0_0&sr_pri_blocks=280781401_395498835_6_0_0__176208&from_sustainable_property_sr=1&from=searchresults
34,Gorgeous Paris Eiffel Tower - Champs Elysées,"Passy - 16º distrito, París",5.3,10.0,10.0,4538.0,https://www.booking.com/hotel/fr/gorgeous-paris-trocadero-champs-elysees.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=35&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=748858601_390664539_6_0_0&highlighted_blocks=748858601_390664539_6_0_0&matching_block_id=748858601_390664539_6_0_0&sr_pri_blocks=748858601_390664539_6_0_0__453750&from=searchresults
35,UCPA SPORT STATION HOSTEL PARIS,"La Villette - 19º distrito, París",4.6,8.0,,283.0,https://www.booking.com/hotel/fr/ucpa-sport-station-hostel-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=36&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=782569101_337719933_2_2_0&highlighted_blocks=782569101_337719933_2_2_0&matching_block_id=782569101_337719933_2_2_0&sr_pri_blocks=782569101_337719933_2_2_0__28290&from_sustainable_property_sr=1&from=searchresults
36,Yuna Montmartre - ApartHotel,"Montmartre - 18º distrito, París",3.8,9.4,,520.0,https://www.booking.com/hotel/fr/yuna-montmartre-aparthotel.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=37&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=1135014501_386158176_2_0_0&highlighted_blocks=1135014501_386158176_2_0_0&matching_block_id=1135014501_386158176_2_0_0&sr_pri_blocks=1135014501_386158176_2_0_0__51968&from_sustainable_property_sr=1&from=searchresults
37,Résidence du Pré,"Ópera - 9º distrito, París",2.4,8.2,,393.0,https://www.booking.com/hotel/fr/residence-du-pre.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=38&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=320780302_131664195_0_2_0&highlighted_blocks=320780302_131664195_0_2_0&matching_block_id=320780302_131664195_0_2_0&sr_pri_blocks=320780302_131664195_0_2_0__39318&from_sustainable_property_sr=1&from=searchresults
38,Solly Hôtel Paris,"Le Marais - 3er distrito, París",1.2,8.7,9.3,751.0,https://www.booking.com/hotel/fr/tulipinnlittlepalace.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=39&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=21222208_91912417_0_2_0&highlighted_blocks=21222208_91912417_0_2_0&matching_block_id=21222208_91912417_0_2_0&sr_pri_blocks=21222208_91912417_0_2_0__75095&from_sustainable_property_sr=1&from=searchresults
39,Hôtel La Conversation,"Porte de Versailles - 15º distrito, París",4.4,9.0,,411.0,https://www.booking.com/hotel/fr/la-conversation.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=40&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=25642501_93719525_2_2_0&highlighted_blocks=25642501_93719525_2_2_0&matching_block_id=25642501_93719525_2_2_0&sr_pri_blocks=25642501_93719525_2_2_0__41101&from_sustainable_property_sr=1&from=searchresults
40,Central studio,"Ópera - 9º distrito, París",3.2,,,301.0,https://www.booking.com/hotel/fr/central-studio-paris1.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=41&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=1293104001_402256607_2_0_0&highlighted_blocks=1293104001_402256607_2_0_0&matching_block_id=1293104001_402256607_2_0_0&sr_pri_blocks=1293104001_402256607_2_0_0__30066&from=searchresults
41,D'win,"Hôtel-de-Ville - 4º distrito, París",0.25,7.7,9.5,435.0,https://www.booking.com/hotel/fr/win.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=42&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=73054503_339595299_0_2_0&highlighted_blocks=73054503_339595299_0_2_0&matching_block_id=73054503_339595299_0_2_0&sr_pri_blocks=73054503_339595299_0_2_0__43450&from=searchresults
42,ibis budget Paris Porte de Vincennes,"Ménilmontant - 20º distrito, París",4.8,7.0,,219.0,https://www.booking.com/hotel/fr/ibis-budget-paris-porte-de-vincennes.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=43&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=56925702_94493431_3_2_0&highlighted_blocks=56925702_94493431_3_2_0&matching_block_id=56925702_94493431_3_2_0&sr_pri_blocks=56925702_94493431_3_2_0__21874&from=searchresults
43,Hotel Riviera Elysees,"Batignolles - 17º distrito, París",4.8,6.6,,326.0,https://www.booking.com/hotel/fr/riviera-elysees.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=44&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=165926604_279716771_0_2_0&highlighted_blocks=165926604_279716771_0_2_0&matching_block_id=165926604_279716771_0_2_0&sr_pri_blocks=165926604_279716771_0_2_0__32618&from=searchresults
44,Le Chic Urbain,"Bastilla - 11º distrito, París",1.8,7.7,,366.0,https://www.booking.com/hotel/fr/le-chic-urbain.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=45&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=1156378902_401248013_2_0_0&highlighted_blocks=1156378902_401248013_2_0_0&matching_block_id=1156378902_401248013_2_0_0&sr_pri_blocks=1156378902_401248013_2_0_0__36620&from=searchresults
45,Hôtel Des Grands Voyageurs,"Saint-Germain - 6º distrito, París",2.2,9.0,9.5,795.0,https://www.booking.com/hotel/fr/hoteldesgrandsvoyageurs.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=46&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=5104227_94272224_2_42_0&highlighted_blocks=5104227_94272224_2_42_0&matching_block_id=5104227_94272224_2_42_0&sr_pri_blocks=5104227_94272224_2_42_0__79470&from_sustainable_property_sr=1&from=searchresults
46,La Belle Ville,"La Villette - 19º distrito, París",4.6,8.7,,484.0,https://www.booking.com/hotel/fr/la-belle-ville.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=47&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=817582902_344316802_2_2_0&highlighted_blocks=817582902_344316802_2_2_0&matching_block_id=817582902_344316802_2_2_0&sr_pri_blocks=817582902_344316802_2_2_0__48411&from_sustainable_property_sr=1&from=searchresults
47,Hôtel Des Mines,"Barrio Latino - 5º distrito, París",1.8,8.2,,549.0,https://www.booking.com/hotel/fr/hoteldesminesparis.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=48&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=40037_88985321_2_2_0&highlighted_blocks=40037_88985321_2_2_0&matching_block_id=40037_88985321_2_2_0&sr_pri_blocks=40037_88985321_2_2_0__54918&from_sustainable_property_sr=1&from=searchresults
48,Urban Bivouac Hotel,"Place d'Italie - 13º distrito, París",3.5,8.7,,418.0,https://www.booking.com/hotel/fr/ub-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=49&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=310247501_359759036_0_2_0&highlighted_blocks=310247501_359759036_0_2_0&matching_block_id=310247501_359759036_0_2_0&sr_pri_blocks=310247501_359759036_0_2_0__41818&from_sustainable_property_sr=1&from=searchresults
49,Le Patio Bastille,"Bastilla - 11º distrito, París",3.0,8.3,,440.0,https://www.booking.com/hotel/fr/le-patio-st-antoine.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=50&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460328&all_sr_blocks=5408101_94105845_0_2_0_441116&highlighted_blocks=5408101_94105845_0_2_0_441116&matching_block_id=5408101_94105845_0_2_0_441116&sr_pri_blocks=5408101_94105845_0_2_0_441116_43995&from=searchresults
